Wall time,Step,Value
1493802140.121022,99999,-0.16899484395980835
1493802699.635093,149999,-0.43600994348526
1493803262.437674,199999,-0.6912250518798828
1493803815.216048,249999,-0.8762405514717102
1493804426.948734,299999,-1.0478999614715576
1493805034.478569,349999,-1.2382932901382446
1493805599.921627,399999,-1.4453065395355225
1493806182.697631,449999,-1.6592708826065063
1493806755.712919,499999,-1.8324543237686157
1493807342.895293,549999,-2.007267475128174
1493807917.249219,599999,-2.156216621398926
1493808520.309488,649999,-2.3135201930999756
1493809152.190098,699999,-2.406625270843506
1493809800.059586,749999,-2.441802501678467
1493810428.82682,799999,-2.3737125396728516
1493811083.6923,849999,-2.289719343185425
1493811726.861319,899999,-2.2037250995635986
1493812381.258132,949999,-2.1164212226867676
1493813010.86731,999999,-2.1226236820220947
1493813630.764929,1049999,-2.0893473625183105
1493814264.950483,1099999,-2.0091476440429688
1493814904.396324,1149999,-1.9677225351333618
1493815530.089547,1199999,-1.8911521434783936
1493816143.123229,1249999,-1.8350788354873657
1493816742.394872,1299999,-1.8126100301742554
1493817341.816471,1349999,-1.7773021459579468
1493817950.420523,1399999,-1.7061773538589478
1493818578.317562,1449999,-1.6634976863861084
1493819198.738298,1499999,-1.6050437688827515
1493819828.626556,1549999,-1.5428701639175415
1493820423.920503,1599999,-1.5111443996429443
1493821110.322696,1649999,-1.4707744121551514
1493821737.89761,1699999,-1.379607081413269
1493822386.063551,1749999,-1.351820468902588
1493823172.672905,1799999,-1.3397194147109985
1493823768.960411,1849999,-1.3152034282684326
1493824384.952147,1899999,-1.2751291990280151
1493824995.6649,1949999,-1.2306983470916748
1493825592.064629,1999999,-1.1889760494232178
1493826199.765279,2049999,-1.1286158561706543
1493826796.955848,2099999,-1.0848742723464966
1493827402.034599,2149999,-1.008944034576416
1493828010.428114,2199999,-0.9101020693778992
1493828612.082473,2249999,-0.89594966173172
1493829212.315798,2299999,-0.8608441352844238
1493829821.652888,2349999,-0.8594749569892883
1493830439.804438,2399999,-0.815230131149292
1493831043.686276,2449999,-0.7517783641815186
1493831655.862034,2499999,-0.7108729481697083
1493832262.252952,2549999,-0.6935986280441284
1493832871.727617,2599999,-0.6276856064796448
1493833477.930405,2649999,-0.5637158155441284
1493834092.683649,2699999,-0.502091109752655
1493834700.557401,2749999,-0.45251739025115967
1493835339.749585,2799999,-0.4074914753437042
1493835944.211224,2849999,-0.3709137737751007
1493836552.479041,2899999,-0.339910089969635
1493837158.705147,2949999,-0.28657639026641846
1493837763.726606,2999999,-0.26334530115127563
1493838373.314771,3049999,-0.24037958681583405
1493838995.592182,3099999,-0.18375690281391144
1493839595.544025,3149999,-0.15044236183166504
1493840243.692358,3199999,-0.1035868301987648
1493840852.164283,3249999,-0.03812301903963089
1493841455.373818,3299999,0.015523169189691544
1493842051.411886,3349999,0.05625462904572487
1493842651.246766,3399999,0.10212673991918564
1493843261.200769,3449999,0.12734270095825195
1493843889.631738,3499999,0.1634252965450287
1493844485.400243,3549999,0.19746637344360352
1493845087.848593,3599999,0.23867926001548767
1493845680.068814,3649999,0.26251351833343506
1493846283.940628,3699999,0.2856162190437317
1493846881.368198,3749999,0.2959640920162201
1493847496.747223,3799999,0.3056206703186035
1493848101.854407,3849999,0.3421120345592499
1493848706.721788,3899999,0.3429323434829712
1493849316.879086,3949999,0.3521993160247803
1493849906.744969,3999999,0.36846646666526794
1493850502.22923,4049999,0.3713482916355133
1493851098.587274,4099999,0.39708906412124634
1493851703.543234,4149999,0.40115928649902344
1493852461.418979,4199999,0.39320850372314453
1493853057.181497,4249999,0.3941836357116699
1493853653.43262,4299999,0.41758760809898376
1493854248.477544,4349999,0.43311992287635803
1493854849.314707,4399999,0.4611625075340271
1493855501.928409,4449999,0.4749664068222046
1493856102.682432,4499999,0.488949716091156
1493856847.624748,4549999,0.5032117366790771
1493857495.869642,4599999,0.5073296427726746
1493858102.065081,4649999,0.5093371272087097
1493858699.808315,4699999,0.5278855562210083
1493859296.9196,4749999,0.5164941549301147
1493859913.453065,4799999,0.5444275140762329
1493860515.166438,4849999,0.5715909600257874
1493861117.673424,4899999,0.582785427570343
1493861726.249576,4949999,0.6229664087295532
1493862324.38198,4999999,0.6343327760696411
1493862946.915076,5049999,0.653343677520752
1493863547.242779,5099999,0.674515962600708
1493864278.420669,5149999,0.6799429655075073
1493864873.466705,5199999,0.6802841424942017
1493865707.46461,5249999,0.670439600944519
1493866429.368489,5299999,0.6511144042015076
1493867063.531118,5349999,0.650471568107605
1493867778.845652,5399999,0.6682143211364746
1493868440.579337,5449999,0.6828274726867676
1493869032.361898,5499999,0.7016417384147644
1493869624.628677,5549999,0.721804141998291
1493870223.00306,5599999,0.7293363809585571
1493870827.329136,5649999,0.7311089634895325
1493871586.15239,5699999,0.7531999945640564
1493872186.336855,5749999,0.7585189342498779
1493872786.950397,5799999,0.7688820958137512
1493873510.918636,5849999,0.7826080918312073
1493874102.47221,5899999,0.7915619611740112
1493874807.494257,5949999,0.8089496493339539
1493875449.943756,5999999,0.8065284490585327
1493876075.671623,6049999,0.8024819493293762
1493876673.389476,6099999,0.8023953437805176
1493877259.956529,6149999,0.7941266894340515
1493877854.129111,6199999,0.8016040325164795
1493878446.918368,6249999,0.8339057564735413
1493879043.542113,6299999,0.8471243977546692
1493879631.935467,6349999,0.8602204322814941
1493880222.570627,6399999,0.8833657503128052
1493880817.094537,6449999,0.8832067847251892
1493881409.059628,6499999,0.8891865015029907
1493881999.391082,6549999,0.898087739944458
1493882599.688889,6599999,0.9161753058433533
1493883254.135232,6649999,0.9363762140274048
1493883877.796574,6699999,0.9346180558204651
1493884487.08214,6749999,0.9316217303276062
1493885120.143293,6799999,0.953006386756897
1493885710.408929,6849999,0.959473729133606
1493886304.258307,6899999,0.9604201316833496
1493886893.006161,6949999,0.9690747261047363
1493887490.104856,6999999,0.9675418734550476
1493888091.762733,7049999,0.9629702568054199
1493888691.004454,7099999,0.9540321230888367
1493889279.112976,7149999,0.9507471919059753
1493889876.693941,7199999,0.9605042934417725
1493890495.741515,7249999,0.9784712791442871
1493891081.135704,7299999,0.9777471423149109
1493891671.032162,7349999,0.9906063675880432
1493892292.937694,7399999,0.9914335608482361
1493892878.168479,7449999,1.0109014511108398
1493893511.32527,7499999,1.0133039951324463
1493894209.720424,7549999,1.021829605102539
1493894806.000995,7599999,1.0327388048171997
1493895402.324976,7649999,1.0530858039855957
1493896115.380192,7699999,1.0496406555175781
1493896945.594352,7749999,1.0531288385391235
1493897547.329614,7799999,1.0410786867141724
1493898143.938362,7849999,1.031544804573059
1493898824.998841,7899999,1.0328233242034912
1493899414.126858,7949999,1.0411632061004639
1493900011.702176,7999999,1.0429656505584717
1493900621.873295,8049999,1.035982370376587
1493901215.516711,8099999,1.0392433404922485
1493901823.572955,8149999,1.0385680198669434
1493902429.877648,8199999,1.053223729133606
1493903031.094413,8249999,1.0549849271774292
1493903631.112985,8299999,1.0534483194351196
1493904230.116668,8349999,1.067678451538086
1493904810.266149,8399999,1.0635707378387451
1493905386.964719,8449999,1.0721327066421509
1493905963.714391,8499999,1.0795872211456299
1493906540.369017,8549999,1.087287187576294
1493907118.322895,8599999,1.0935298204421997
1493907878.668899,8649999,1.111622929573059
1493908730.275235,8699999,1.1198941469192505
1493909601.57304,8749999,1.1374017000198364
1493910451.678602,8799999,1.140099048614502
1493911311.740559,8849999,1.1321746110916138
1493912171.08825,8899999,1.1175575256347656
1493913020.905665,8949999,1.1441352367401123
1493913876.248577,8999999,1.157121181488037
1493914711.195966,9049999,1.1368225812911987
1493915418.761939,9099999,1.140059471130371
1493916161.768523,9149999,1.1475489139556885
1493916879.554684,9199999,1.1286512613296509
1493917671.095378,9249999,1.1355395317077637
1493918417.104945,9299999,1.1583561897277832
1493919186.160949,9349999,1.1496610641479492
1493919941.169165,9399999,1.1564589738845825
1493920670.410425,9449999,1.1698341369628906
1493921423.612343,9499999,1.178992509841919
1493922391.829382,9549999,1.1776551008224487
1493923565.089907,9599999,1.1654503345489502
1493924737.944261,9649999,1.1568355560302734
1493925842.620979,9699999,1.147165298461914
1493926630.034482,9749999,1.1493641138076782
1493927235.261836,9799999,1.1458696126937866
1493927838.173751,9849999,1.1794662475585938
1493928484.225093,9899999,1.1861417293548584
1493929550.21282,9949999,1.1940432786941528
1493930644.760336,9999999,1.2165369987487793
1493931687.812351,10049999,1.2324320077896118
1493932318.719226,10099999,1.2375688552856445
1493932934.300005,10149999,1.2427680492401123
1493933982.244957,10199999,1.2264094352722168
1493935090.600449,10249999,1.2244527339935303
1493936166.495422,10299999,1.236130952835083
1493937268.62882,10349999,1.2343181371688843
1493938355.978608,10399999,1.2289564609527588
1493939424.317047,10449999,1.2121529579162598
1493940459.767714,10499999,1.1950623989105225
1493941527.944941,10549999,1.1822173595428467
1493942583.533389,10599999,1.1676146984100342
1493943657.910791,10649999,1.170765995979309
1493944676.184122,10699999,1.15850031375885
1493945703.200376,10749999,1.1557501554489136
1493946759.294573,10799999,1.15038001537323
1493947819.550112,10849999,1.150623083114624
1493948639.107572,10899999,1.1518514156341553
1493949226.352509,10949999,1.1628239154815674
1493949813.340327,10999999,1.167563796043396
1493950449.893182,11049999,1.1609866619110107
1493951561.027749,11099999,1.1583961248397827
1493952269.257902,11149999,1.1502799987792969
1493952884.520383,11199999,1.1496268510818481
1493953499.78751,11249999,1.1617435216903687
1493954115.412508,11299999,1.1718581914901733
1493954730.2994,11349999,1.1725207567214966
1493955317.336842,11399999,1.1795263290405273
1493955905.299488,11449999,1.188902497291565
1493956493.009266,11499999,1.1921217441558838
1493957080.939443,11549999,1.1943086385726929
1493958104.143052,11599999,1.1813524961471558
1493959141.793769,11649999,1.1751024723052979
1493960175.655252,11699999,1.174255132675171
1493961236.099347,11749999,1.1997966766357422
1493962282.608423,11799999,1.2155883312225342
1493963351.562217,11849999,1.2202374935150146
1493964391.344515,11899999,1.2326358556747437
1493965442.874199,11949999,1.2389957904815674
1493966487.084896,11999999,1.2455888986587524
1493967536.59089,12049999,1.2462188005447388
1493968589.622496,12099999,1.2456872463226318
1493969653.760522,12149999,1.2237224578857422
1493970720.507944,12199999,1.2171684503555298
1493971774.48465,12249999,1.2082022428512573
1493972856.156039,12299999,1.2119972705841064
1493973933.698685,12349999,1.2073771953582764
1493974754.319179,12399999,1.2175904512405396
1493975496.704696,12449999,1.2052397727966309
1493976324.053692,12499999,1.2100005149841309
1493977084.597379,12549999,1.188881516456604
1493977889.260958,12599999,1.1775970458984375
1493978657.393242,12649999,1.1715272665023804
1493979496.261906,12699999,1.1748111248016357
1493980267.784967,12749999,1.1649888753890991
1493981067.394262,12799999,1.1736412048339844
1493981856.064104,12849999,1.1756272315979004
1493982600.930389,12899999,1.1675070524215698
1493983316.19213,12949999,1.168870210647583
1493983894.924386,12999999,1.1653794050216675
1493984476.089168,13049999,1.1766289472579956
1493985056.110474,13099999,1.1865308284759521
1493985939.956515,13149999,1.1961450576782227
1493986841.681192,13199999,1.193898320198059
1493987618.35048,13249999,1.2101528644561768
1493988390.110324,13299999,1.2260557413101196
1493989280.674023,13349999,1.237176775932312
1493990190.184908,13399999,1.2359594106674194
1493991093.400995,13449999,1.2359784841537476
1493991997.931052,13499999,1.2462568283081055
1493992877.715312,13549999,1.2459571361541748
1493993623.276282,13599999,1.2381757497787476
1493994490.153385,13649999,1.2390398979187012
1493995396.661085,13699999,1.2495890855789185
1493996301.103952,13749999,1.2492027282714844
1493997210.589301,13799999,1.2440451383590698
