,summary/Pong-v0-detail/average.loss,summary/Pong-v0-detail/episode.max_reward,summary/Pong-v0-detail/episode.min_reward,summary/Pong-v0-detail/average.q,summary/Pong-v0-detail/episode.avg_reward,summary/Pong-v0-detail/average.reward,summary/Pong-v0-detail/episode.num_of_game,summary/Pong-v0-detail/training.learning_rate
0,0.0171152614057,-11.0,-20.0,-0.162496775389,-19.4457836151,-0.0649600028992,166.0,0.000250000011874
1,0.0165795329958,0.0,-20.0,-0.41919067502,-19.3630943298,-0.0651400014758,168.0,0.000250000011874
2,0.0166265778244,-15.0,-20.0,-0.60623729229,-19.5764713287,-0.0668800026178,170.0,0.000250000011874
3,0.0165724419057,-4.0,-20.0,-0.758709788322,-19.4294109344,-0.066179998219,170.0,0.000250000011874
4,0.0165680814534,-13.0,-20.0,-0.924354732037,-19.5380115509,-0.06697999686,171.0,0.000250000011874
5,0.0167586971074,-12.0,-20.0,-1.14962828159,-19.5114936829,-0.067919999361,174.0,0.000250000011874
6,0.0170050226152,-17.0,-20.0,-1.27121949196,-19.632183075,-0.0683600008488,174.0,0.000250000011874
7,0.0170936156064,-17.0,-20.0,-1.45316839218,-19.6477279663,-0.0693600028753,176.0,0.000250000011874
8,0.017470523715,-10.0,-20.0,-1.655423522,-19.589887619,-0.0698800012469,178.0,0.000250000011874
9,0.0175176933408,-10.0,-20.0,-1.6985117197,-19.6666660309,-0.0700199976563,177.0,0.000250000011874
10,0.0176121164113,0.0,-20.0,-1.84886360168,-19.6201114655,-0.0703999996185,179.0,0.000250000011874
11,0.0169015042484,-12.0,-20.0,-1.94373559952,-19.6464080811,-0.0715200006962,181.0,0.000250000011874
12,0.014921406284,0.0,-20.0,-2.06694436073,-19.5505619049,-0.0696600005031,178.0,0.000250000011874
13,0.0131913209334,-16.0,-20.0,-2.14360356331,-19.6892662048,-0.0697200000286,177.0,0.000250000011874
14,0.0104867434129,-17.0,-20.0,-2.27088832855,-19.6553668976,-0.0698200017214,177.0,0.000250000011874
15,0.00999576412141,-8.0,-20.0,-2.45424199104,-19.6923084259,-0.0719000026584,182.0,0.000250000011874
16,0.00953700952232,-9.0,-20.0,-2.60257172585,-19.7322406769,-0.0725800022483,183.0,0.000250000011874
17,0.00869930069894,-1.0,-20.0,-2.76858568192,-19.7234039307,-0.0744400024414,188.0,0.000250000011874
18,0.00731100514531,-6.0,-20.0,-2.86140179634,-19.74193573,-0.0734400004148,186.0,0.000250000011874
19,0.00695196632296,-17.0,-20.0,-2.95406341553,-19.851064682,-0.0747400000691,188.0,0.000250000011874
20,0.00663761608303,-15.0,-20.0,-3.07079339027,-19.8631572723,-0.0758199989796,190.0,0.000250000011874
21,0.00654896348715,-2.0,-20.0,-3.23867917061,-19.7830696106,-0.0751200020313,189.0,0.000250000011874
22,0.00584619911388,-3.0,-20.0,-3.3133957386,-19.8157901764,-0.0755600035191,190.0,0.000250000011874
23,0.00537044089288,-7.0,-20.0,-3.38891243935,-19.8095245361,-0.0748799964786,189.0,0.000250000011874
24,0.00514605315402,-18.0,-20.0,-3.48800826073,-19.8297863007,-0.074620001018,188.0,0.000250000011874
25,0.00477123679593,-17.0,-20.0,-3.50894737244,-19.8395729065,-0.0743400007486,187.0,0.000250000011874
26,0.00451111281291,-13.0,-20.0,-3.60699057579,-19.8333339691,-0.0740400031209,186.0,0.000250000011874
27,0.00436839601025,-7.0,-20.0,-3.61904883385,-19.777173996,-0.0729599967599,184.0,0.000250000011874
28,0.00438995519653,-11.0,-20.0,-3.63955307007,-19.7458572388,-0.0717599987984,181.0,0.000250000011874
29,0.00440612854436,-5.0,-20.0,-3.66051578522,-19.7158470154,-0.0721400007606,183.0,0.000250000011874
30,0.00425491668284,-18.0,-20.0,-3.69934940338,-19.7752799988,-0.0707800015807,178.0,0.000250000011874
31,0.00426221545786,0.0,-20.0,-3.76439380646,-19.6353588104,-0.0714600011706,181.0,0.000250000011874
32,0.00423910561949,-1.0,-20.0,-3.84669303894,-19.6408843994,-0.0711800009012,181.0,0.000250000011874
33,0.00421578949317,-16.0,-20.0,-3.95369553566,-19.793296814,-0.070940002799,179.0,0.000250000011874
34,0.00418875273317,-15.0,-20.0,-3.99995756149,-19.7262573242,-0.0706200003624,179.0,0.000250000011874
35,0.00421269331127,-12.0,-20.0,-4.02191066742,-19.6477279663,-0.0694999992847,176.0,0.000250000011874
