,average.loss,average.q,average.reward,episode.avg_reward,episode.max_reward,episode.min_reward,episode.num_of_game,training.learning_rate
0,0.03362447395920753,-0.1741817444562912,-0.06543999910354614,-19.43452453613281,-7.0,-20.0,168.0,0.00025000001187436277
1,0.0333733931183815,-0.4378043711185455,-0.06554000079631805,-19.4761905670166,-13.0,-20.0,168.0,0.00025000001187436277
2,0.03297073394060135,-0.6646231412887573,-0.06632000207901001,-19.56804656982422,-15.0,-20.0,169.0,0.00025000001187436277
3,0.032837677747011185,-0.8668529987335205,-0.06676000356674194,-19.44444465637207,-10.0,-20.0,171.0,0.00025000001187436277
4,0.022564122453331947,-1.0790565013885498,-0.06676000356674194,-19.46198844909668,-7.0,-20.0,171.0,0.00025000001187436277
5,0.01783338561654091,-1.285852074623108,-0.0676800012588501,-19.52023124694824,-9.0,-20.0,173.0,0.00025000001187436277
6,0.015195212326943874,-1.477571964263916,-0.06843999773263931,-19.59195327758789,-13.0,-20.0,174.0,0.00025000001187436277
7,0.013702505268156528,-1.6653976440429688,-0.06663999706506729,-19.421052932739254,-6.0,-20.0,171.0,0.00025000001187436277
8,0.012840723618865013,-1.8613511323928835,-0.06787999719381332,-19.494253158569336,-9.0,-20.0,174.0,0.00025000001187436277
9,0.011957895942032335,-1.9599515199661253,-0.06620000302791595,-19.45294189453125,-17.0,-20.0,170.0,0.00025000001187436277
10,0.011732540093362331,-2.0596997737884517,-0.06707999855279922,-19.40116310119629,-17.0,-20.0,172.0,0.00025000001187436277
11,0.011377648450434208,-2.2950425148010254,-0.06552000343799591,-19.270587921142575,-2.0,-20.0,170.0,0.00025000001187436277
12,0.011078236624598505,-2.4710466861724854,-0.06319999694824219,-19.15243911743164,-15.0,-20.0,164.0,0.00025000001187436277
13,0.011242300271987915,-2.58736515045166,-0.06210000067949295,-18.938650131225586,-1.0,-20.0,163.0,0.00025000001187436277
14,0.011326435953378677,-2.6576998233795166,-0.055939998477697365,-18.593334197998047,-1.0,-20.0,150.0,0.00025000001187436277
15,0.01268717646598816,-2.7161760330200195,-0.05031999945640564,-18.188405990600586,-10.0,-20.0,138.0,0.00025000001187436277
16,0.014402602799236774,-2.706051111221313,-0.046939998865127563,-17.9769229888916,-10.0,-20.0,130.0,0.00025000001187436277
17,0.01545639056712389,-2.665966272354126,-0.04211999848484993,-17.554622650146484,-7.0,-20.0,119.0,0.00025000001187436277
18,0.016301309689879414,-2.567248821258545,-0.03790000081062317,-17.229358673095707,-2.0,-20.0,109.0,0.00025000001187436277
19,0.015334726311266422,-2.4413905143737797,-0.031160000711679462,-16.252632141113278,1.0,-20.0,95.0,0.00025000001187436277
20,0.014612228609621525,-2.3115572929382324,-0.02850000001490116,-15.865168571472168,0.0,-20.0,89.0,0.00025000001187436277
