,average.loss,average.q,average.reward,episode.avg_reward,episode.max_reward,episode.min_reward,episode.num_of_game,training.learning_rate
0,0.03395641222596168,-0.18080183863639832,-0.06533999741077423,-19.428571701049805,-7.0,-20.0,168.0,0.00025000001187436277
1,0.03347323462367058,-0.4459160566329956,-0.06672000139951706,-19.54117584228516,-16.0,-20.0,170.0,0.00025000001187436277
2,0.033321581780910485,-0.6731101870536804,-0.06604000180959703,-19.41764640808105,-6.0,-20.0,170.0,0.00025000001187436277
3,0.032505393028259284,-0.8879114389419556,-0.0662200003862381,-19.591716766357425,-17.0,-20.0,169.0,0.00025000001187436277
4,0.022579099982976917,-1.140733003616333,-0.06666000187397003,-19.54705810546875,-17.0,-20.0,170.0,0.00025000001187436277
5,0.01766381971538067,-1.3480076789855957,-0.06735999882221222,-19.46820831298828,-9.0,-20.0,173.0,0.00025000001187436277
6,0.01480347104370594,-1.4804632663726809,-0.06694000214338303,-19.526315689086914,-17.0,-20.0,171.0,0.00025000001187436277
7,0.01337392535060644,-1.6917455196380615,-0.06651999801397324,-19.38011741638184,-10.0,-20.0,171.0,0.00025000001187436277
8,0.01293821446597576,-1.8449767827987669,-0.06669999659061432,-19.337209701538086,-8.0,-20.0,172.0,0.00025000001187436277
9,0.012588613666594028,-2.0072071552276607,-0.06657999753952026,-19.337209701538086,-11.0,-20.0,172.0,0.00025000001187436277
10,0.01248104125261307,-2.145479440689087,-0.06542000174522401,-19.254438400268555,-15.0,-20.0,169.0,0.00025000001187436277
11,0.011716265231370926,-2.2438485622406006,-0.06589999794960022,-19.192981719970703,-3.0,-20.0,171.0,0.00025000001187436277
12,0.011613884009420872,-2.379638910293579,-0.06255999952554703,-18.9939022064209,-4.0,-20.0,164.0,0.00025000001187436277
13,0.011326134204864502,-2.4875919818878174,-0.060159999877214425,-18.917720794677734,-7.0,-20.0,158.0,0.00025000001187436277
14,0.012140700593590736,-2.495460033416748,-0.04814000055193901,-18.082706451416016,-1.0,-20.0,133.0,0.00025000001187436277
15,0.01403990387916565,-2.474174976348877,-0.04280000180006027,-17.915966033935547,-13.0,-20.0,119.0,0.00025000001187436277
16,0.014056296087801456,-2.360528945922852,-0.03937999904155731,-17.473215103149414,-11.0,-20.0,112.0,0.00025000001187436277
17,0.014745427295565603,-2.263627529144287,-0.035280000418424606,-17.0,0.0,-20.0,103.0,0.00025000001187436277
18,0.014069090597331524,-2.1496670246124268,-0.03108000010251999,-16.01041603088379,-2.0,-20.0,96.0,0.00025000001187436277
19,0.014642901718616487,-2.0419569015502934,-0.02672000043094158,-15.022727012634276,1.0,-19.0,88.0,0.00025000001187436277
20,0.014190709218382837,-2.058888912200928,-0.023360000923275948,-14.07228946685791,0.0,-20.0,83.0,0.00025000001187436277
21,0.013381507247686386,-1.9805829524993896,-0.02504000067710876,-14.833333015441895,-8.0,-19.0,84.0,0.00025000001187436277
22,0.013527655974030495,-1.8682652711868288,-0.021619999781250957,-13.70512866973877,-8.0,-19.0,78.0,0.00025000001187436277
23,0.015055901370942591,-1.7848948240280151,-0.020959999412298203,-13.644737243652346,0.0,-20.0,76.0,0.00025000001187436277
24,0.015943871811032295,-1.7500234842300415,-0.019279999658465385,-12.91891860961914,0.0,-19.0,74.0,0.00025000001187436277
25,0.01534633617848158,-1.6763063669204712,-0.019600000232458115,-13.61111068725586,-6.0,-19.0,72.0,0.00025000001187436277
26,0.01543479599058628,-1.6198192834854126,-0.016459999606013298,-12.523077011108398,-4.0,-19.0,65.0,0.00025000001187436277
27,0.015055411495268343,-1.5998165607452393,-0.018880000337958336,-13.11111068725586,-3.0,-18.0,72.0,0.00025000001187436277
28,0.01438651792705059,-1.5571634769439695,-0.014980000443756582,-11.841269493103027,-3.0,-18.0,63.0,0.00025000001187436277
29,0.014998247846961018,-1.487230658531189,-0.01688000001013279,-12.71212100982666,-2.0,-19.0,66.0,0.00025000001187436277
30,0.015392923727631569,-1.4454153776168823,-0.015399999916553497,-11.890625,-1.0,-18.0,64.0,0.00025000001187436277
31,0.01525922678411007,-1.315693736076355,-0.01583999954164028,-11.954545021057127,-2.0,-19.0,66.0,0.00025000001187436277
32,0.015275727957487106,-1.2440887689590454,-0.013700000010430813,-10.822580337524414,2.0,-18.0,62.0,0.00025000001187436277
33,0.015031287446618082,-1.1821763515472412,-0.011760000139474869,-9.847457885742188,2.0,-18.0,59.0,0.00025000001187436277
34,0.01443910412490368,-1.126185417175293,-0.012740000151097776,-10.616666793823242,-1.0,-18.0,60.0,0.00025000001187436277
35,0.014613966457545756,-1.1206448078155518,-0.010359999723732471,-9.254545211791992,2.0,-17.0,55.0,0.00025000001187436277
36,0.014970047399401663,-1.0719332695007324,-0.01131999958306551,-9.929824829101562,-1.0,-18.0,57.0,0.00025000001187436277
37,0.015059261582791804,-1.0123529434204102,-0.010239999741315842,-9.314814567565918,2.0,-17.0,54.0,0.00025000001187436277
38,0.014829169027507303,-0.957547962665558,-0.01083999965339899,-9.385965347290039,0.0,-17.0,57.0,0.00025000001187436277
39,0.01573134772479534,-0.8942098021507263,-0.010639999993145466,-9.315789222717283,9.0,-15.0,57.0,0.00025000001187436277
40,0.015279566869139671,-0.8036652207374573,-0.009159999899566174,-8.44444465637207,3.0,-17.0,54.0,0.00025000001187436277
41,0.01584862917661667,-0.7680047750473022,-0.008259999565780163,-7.846153736114503,6.0,-17.0,52.0,0.00025000001187436277
42,0.015795627608895302,-0.7369722723960876,-0.007880000397562979,-7.549019813537598,5.0,-16.0,51.0,0.00025000001187436277
43,0.014717993326485157,-0.6957458257675171,-0.007639999967068435,-7.509803771972656,4.0,-16.0,51.0,0.00025000001187436277
44,0.014542147517204285,-0.6488417983055115,-0.009499999694526196,-9.15686321258545,1.0,-19.0,51.0,0.00025000001187436277
45,0.01471708435565233,-0.6117526292800903,-0.007600000128149986,-7.365384578704834,8.0,-18.0,52.0,0.00025000001187436277
46,0.014653199352324009,-0.5623620748519897,-0.004800000227987765,-4.978723526000977,8.0,-17.0,47.0,0.00025000001187436277
47,0.014488493092358112,-0.544827938079834,-0.005400000140070915,-5.84782600402832,9.0,-16.0,46.0,0.00025000001187436277
48,0.014107996597886087,-0.5155390501022339,-0.007079999893903731,-7.52173900604248,2.0,-18.0,46.0,0.00025000001187436277
49,0.014067823067307472,-0.4834521412849426,-0.005919999908655882,-6.511111259460449,4.0,-16.0,45.0,0.00025000001187436277
50,0.014282769523561,-0.4024397134780884,-0.00419999985024333,-4.772727489471436,9.0,-15.0,44.0,0.00025000001187436277
51,0.013778536580502987,-0.3666548132896423,-0.005979999899864197,-6.5999999046325675,6.0,-14.0,45.0,0.00025000001187436277
52,0.014391583390533926,-0.30232205986976624,-0.004480000119656324,-4.800000190734863,11.0,-14.0,45.0,0.00025000001187436277
53,0.013117272406816484,-0.2568787932395935,-0.0033199999015778303,-3.813953399658203,10.0,-13.0,43.0,0.00025000001187436277
54,0.013783969916403294,-0.18764716386795044,-0.0038199999835342173,-4.756097793579102,7.0,-14.0,41.0,0.00025000001187436277
55,0.01400671899318695,-0.1783129721879959,-0.0019399999873712657,-2.3333332538604736,16.0,-12.0,42.0,0.00025000001187436277
56,0.012904440052807331,-0.1332065612077713,-0.00215999991632998,-2.736842155456543,7.0,-13.0,38.0,0.00025000001187436277
57,0.01269580703228712,-0.06669051200151442,-0.0009599999757483602,-1.225000023841858,13.0,-13.0,40.0,0.00025000001187436277
58,0.012363707646727562,-0.03851424530148506,-0.0032599999103695154,-4.050000190734863,10.0,-15.0,40.0,0.00025000001187436277
59,0.012492354027926922,-0.04819228500127792,-0.0026799999177455898,-3.375,12.0,-17.0,40.0,0.00025000001187436277
60,0.013041813857853413,-0.004172484390437603,-0.002920000115409493,-3.6749999523162837,11.0,-13.0,40.0,0.00025000001187436277
61,0.013051420450210571,0.007321979384869337,-0.0031200000084936623,-3.900000095367432,9.0,-16.0,40.0,0.00025000001187436277
62,0.013252323493361471,0.027067303657531742,-0.0017800000496208668,-2.125,12.0,-17.0,40.0,0.00025000001187436277
63,0.012731367722153664,0.019531695172190663,-0.0015600000042468312,-2.0256409645080566,9.0,-16.0,39.0,0.00025000001187436277
64,0.012123827822506428,0.060714311897754676,-0.003359999973326921,-4.289473533630371,11.0,-18.0,38.0,0.00025000001187436277
65,0.012093874625861643,0.07751476764678955,-0.002219999907538295,-2.846153736114502,7.0,-16.0,39.0,0.00025000001187436277
