,average.loss,average.q,average.reward,episode.avg_reward,episode.max_reward,episode.min_reward,episode.num_of_game,training.learning_rate
0,0.03352118656039238,-0.16899484395980835,-0.06520000100135802,-19.50299453735352,-7.0,-20.0,167.0,0.00025000001187436277
1,0.033169198781251914,-0.43600994348526,-0.06554000079631805,-19.45833396911621,-16.0,-20.0,168.0,0.00025000001187436277
2,0.03264234587550163,-0.6912250518798828,-0.06672000139951706,-19.53529357910156,-12.0,-20.0,170.0,0.00025000001187436277
3,0.02516037039458752,-0.8762405514717102,-0.06741999834775925,-19.494186401367188,-5.0,-20.0,172.0,0.00025000001187436277
4,0.018087713047862053,-1.0478999614715576,-0.06651999801397324,-19.35087776184082,-2.0,-20.0,171.0,0.00025000001187436277
5,0.01593000628054142,-1.2382932901382446,-0.06741999834775925,-19.421964645385746,0.0,-20.0,173.0,0.00025000001187436277
6,0.014198741875588894,-1.4453065395355225,-0.06633999943733215,-19.38596534729004,-9.0,-20.0,171.0,0.00025000001187436277
7,0.013403675518929958,-1.6592708826065063,-0.0652799978852272,-19.369047164916992,-16.0,-20.0,168.0,0.00025000001187436277
8,0.012952812016010284,-1.832454323768616,-0.06437999755144119,-19.31325340270996,-10.0,-20.0,166.0,0.00025000001187436277
9,0.013444388285279274,-2.0072674751281743,-0.06493999809026718,-19.30952453613281,-5.0,-20.0,168.0,0.00025000001187436277
10,0.013261877931654452,-2.1562166213989262,-0.06350000202655792,-19.200000762939453,-16.0,-20.0,165.0,0.00025000001187436277
11,0.012570930644869804,-2.313520193099976,-0.05689999833703041,-18.677631378173828,-9.0,-20.0,152.0,0.00025000001187436277
12,0.013039895333349705,-2.406625270843506,-0.05150000005960465,-18.39568328857422,-14.0,-20.0,139.0,0.00025000001187436277
13,0.013978981412947178,-2.441802501678467,-0.047359999269247055,-18.153846740722656,0.0,-20.0,130.0,0.00025000001187436277
14,0.014242229051887987,-2.373712539672852,-0.042660001665353775,-17.71666717529297,-9.0,-20.0,120.0,0.00025000001187436277
15,0.015502739697694778,-2.289719343185425,-0.03982000052928925,-17.504425048828125,-10.0,-20.0,113.0,0.00025000001187436277
16,0.01537830661982298,-2.203725099563598,-0.036720000207424164,-16.85321044921875,-7.0,-20.0,109.0,0.00025000001187436277
17,0.015238025225698946,-2.116421222686768,-0.03007999993860722,-16.30434799194336,-11.0,-20.0,92.0,0.00025000001187436277
18,0.014985917136073112,-2.1226236820220947,-0.026879999786615368,-15.627906799316404,-10.0,-20.0,86.0,0.00025000001187436277
19,0.014476663433015347,-2.0893473625183105,-0.02577999979257584,-14.906976699829102,-8.0,-20.0,86.0,0.00025000001187436277
20,0.014069532975554466,-2.0091476440429688,-0.024159999564290047,-14.560976028442385,-6.0,-19.0,82.0,0.00025000001187436277
21,0.014187873341143131,-1.9677225351333616,-0.02386000007390976,-14.560976028442385,0.0,-19.0,82.0,0.00025000001187436277
22,0.013791732490062714,-1.8911521434783936,-0.022460000589489937,-14.37179470062256,-10.0,-19.0,78.0,0.00025000001187436277
23,0.013663607649505137,-1.8350788354873655,-0.021980000659823414,-14.155843734741213,-4.0,-19.0,77.0,0.00025000001187436277
24,0.015319783240556715,-1.8126100301742556,-0.02171999961137772,-14.090909004211426,-6.0,-19.0,77.0,0.00025000001187436277
25,0.01506791915744543,-1.7773021459579468,-0.01947999931871891,-13.43055534362793,-6.0,-19.0,72.0,0.00025000001187436277
26,0.014160579070448875,-1.7061773538589478,-0.01964000053703785,-13.690140724182127,-6.0,-19.0,71.0,0.00025000001187436277
27,0.0144901555031538,-1.6634976863861084,-0.018120000138878826,-13.220588684082033,-5.0,-20.0,68.0,0.00025000001187436277
28,0.014886459335684775,-1.6050437688827517,-0.019279999658465385,-13.657142639160154,-3.0,-19.0,70.0,0.00025000001187436277
29,0.014636302366852759,-1.5428701639175415,-0.017219999805092808,-13.0,-6.0,-19.0,66.0,0.00025000001187436277
30,0.01363223232328892,-1.5111443996429443,-0.01882000081241131,-13.70588207244873,-6.0,-19.0,68.0,0.00025000001187436277
31,0.0136928828433156,-1.4707744121551514,-0.017619999125599858,-13.059701919555664,-1.0,-19.0,67.0,0.00025000001187436277
32,0.01422703731805086,-1.379607081413269,-0.017640000209212303,-13.13432788848877,-7.0,-19.0,67.0,0.00025000001187436277
33,0.014346311800181866,-1.351820468902588,-0.017659999430179596,-13.119402885437012,-6.0,-19.0,67.0,0.00025000001187436277
34,0.013377957977354528,-1.3397194147109983,-0.01582000032067299,-12.819672584533693,-3.0,-20.0,61.0,0.00025000001187436277
35,0.012411876581609249,-1.3152034282684326,-0.016920000314712524,-13.0625,-2.0,-18.0,64.0,0.00025000001187436277
36,0.01305726170539856,-1.2751291990280151,-0.013580000028014185,-11.754385948181152,-3.0,-20.0,57.0,0.00025000001187436277
37,0.012936223298311234,-1.2306983470916748,-0.01240000035613775,-11.236363410949707,-1.0,-20.0,55.0,0.00025000001187436277
38,0.013563492335379124,-1.1889760494232178,-0.012860000133514404,-11.666666984558105,-2.0,-18.0,54.0,0.00025000001187436277
39,0.014158405363559725,-1.1286158561706543,-0.011780000291764736,-11.0,-3.0,-16.0,53.0,0.00025000001187436277
40,0.013627728447318077,-1.0848742723464966,-0.011420000344514849,-10.518518447875977,0.0,-20.0,54.0,0.00025000001187436277
41,0.013528903014957905,-1.0089440345764158,-0.01252000033855438,-10.912281036376953,0.0,-19.0,57.0,0.00025000001187436277
